id,location,sub_locality,property_type,estimated_price_per_sqft,demand_level,roi_category,infrastructure_score,zone_type,growth_potential,best_for,remarks
LKO-PROP-10191,Nawabganj,Nawabganj - Inner Circle,Warehouse space,2506,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-10192,Gomti Riverfront Area,Gomti Riverfront Area - Sector F,Warehouse space,2994,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-10193,Indira Nagar,Indira Nagar - Inner Circle,Independent House,3633,High,Medium,8.0,Premium,Low-Medium,Shops|Clinics,Established residential zone
LKO-PROP-10194,Mahanagar,Mahanagar - Sector H,2BHK Apartment,2794,Medium,Medium,9.0,Premium,Medium,Luxury Retail,
LKO-PROP-10195,Safedabad,Safedabad - Inner Circle,2BHK Apartment,2428,Medium,High,7.0,Growth,Medium,Residential Expansion,
LKO-PROP-10196,Janeshwar Park Extension,Janeshwar Park Extension - Phase 1,Commercial Plot,2889,High,High,9.0,Premium,Medium,Commercial,
LKO-PROP-10197,Shaheed Path,Shaheed Path - Phase 3,1BHK Apartment,6385,High,High,10.0,Premium Growth,High,Corporate Offices,Premium fast developing corridor
LKO-PROP-10198,Thakurganj,Thakurganj - Phase 4,Warehouse space,3108,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-10199,Kalyanpur,Kalyanpur - Sector J,Warehouse space,2424,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-10200,Amausi Industrial Area,Amausi Industrial Area - Phase 4,2BHK Apartment,3877,Medium,High,8.0,Industrial Growth,Medium,Logistics|Warehouse,
LKO-PROP-10201,Ashiyana,Ashiyana - Phase 2,1BHK Apartment,3192,Medium,Medium,7.0,Residential,Medium,Residential Business,
LKO-PROP-10202,Kanpur Road,Kanpur Road - Sector G,Warehouse space,2779,Medium,Medium,7.0,Developing,Medium,Transport Business,Good connectivity near airport
LKO-PROP-10203,Janeshwar Park Extension,Janeshwar Park Extension - Sector F,3BHK Apartment,2499,High,High,9.0,Premium,Medium,Commercial,
LKO-PROP-10204,Ashiyana,Ashiyana - Sector J,3BHK Apartment,3071,Medium,Medium,7.0,Residential,Medium,Residential Business,
LKO-PROP-10205,Kalyanpur,Kalyanpur - Sector J,Commercial Plot,3078,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-10206,Aminabad,Aminabad - Sector G,2BHK Apartment,2534,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-10207,Matiyari,Matiyari - Sector C,Warehouse space,3464,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10208,Park Road,Park Road - Main Road,Warehouse space,3749,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-10209,Patrakarpuram,Patrakarpuram - Sector B,3BHK Apartment,3641,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-10210,Amity University Road,Amity University Road - Phase 1,Residential Plot,3064,Medium,High,7.0,Growth,Medium,Student Business,
LKO-PROP-10211,Paper Mill Colony,Paper Mill Colony - Phase 3,2BHK Apartment,3155,Medium,Medium,7.0,Residential,Medium,Housing,
LKO-PROP-10212,Matiyari Extension,Matiyari Extension - Inner Circle,Residential Plot,3205,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10213,Janeshwar Mishra Park Area,Janeshwar Mishra Park Area - Sector A,1BHK Apartment,2853,High,High,9.0,Premium,Medium,Commercial|Tourism,
LKO-PROP-10214,Takrohi,Takrohi - Sector H,2BHK Apartment,3798,Medium,Medium,6.0,Residential,Medium,Shops|Services,
LKO-PROP-10215,Vibhuti Khand,Vibhuti Khand - Sector H,1BHK Apartment,2547,High,High,10.0,Premium Commercial,Medium,Corporate Offices,
LKO-PROP-10216,Kursi Road,Kursi Road - Sector D,2BHK Apartment,1860,High,High,6.0,Budget Growth,Medium-High,Small Business,Affordable mid-range zone
LKO-PROP-10217,Husainabad,Husainabad - Sector A,Residential Plot,2609,High,Medium,7.0,Old City,Medium,Food|Tourism Business,
LKO-PROP-10218,Nishatganj Extension,Nishatganj Extension - Extension,3BHK Apartment,3614,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-10219,Golf City Extension,Golf City Extension - Sector F,1BHK Apartment,3674,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-10220,Riverfront Extension,Riverfront Extension - Sector J,3BHK Apartment,2913,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10221,Cantt Area,Cantt Area - Phase 4,Independent House,2688,High,Medium,9.0,Premium,Medium,Offices|Housing,
LKO-PROP-10222,Yahiyaganj,Yahiyaganj - Sector B,3BHK Apartment,3193,High,Medium,7.0,Commercial,Medium,Wholesale Trade,
LKO-PROP-10223,Omaxe Extension Area,Omaxe Extension Area - Sector J,3BHK Apartment,3150,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-10224,Raebareli Road,Raebareli Road - Sector C,Independent House,2236,Medium,Medium,6.0,Developing,Medium,Warehousing,Developing outskirts
LKO-PROP-10225,MG Road Area,MG Road Area - Extension,Retail Shop,3299,Very High,Medium,10.0,Commercial Core,Medium,Retail,
LKO-PROP-10226,Jankipuram,Jankipuram - Phase 1,2BHK Apartment,2380,High,Medium,6.0,Residential,Medium,Local Shops,Residential demand steady
LKO-PROP-10227,Vibhuti Khand,Vibhuti Khand - Extension,1BHK Apartment,2831,High,High,10.0,Premium Commercial,Medium,Corporate Offices,
LKO-PROP-10228,Rajajipuram,Rajajipuram - Main Road,Retail Shop,2544,High,Medium,6.0,Residential,Medium,Local Shops|Housing,
LKO-PROP-10229,Para Road,Para Road - Sector F,Commercial Plot,2420,Medium,Medium,5.0,Developing,Medium,Low-cost Setup,
LKO-PROP-10230,Golf City Extension,Golf City Extension - Sector J,Residential Plot,3217,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-10231,Nishatganj Extension,Nishatganj Extension - Inner Circle,Independent House,2606,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-10232,Sitapur Bypass,Sitapur Bypass - Phase 5,Warehouse space,2614,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-10233,Amity University Road,Amity University Road - Phase 3,Warehouse space,2896,Medium,High,7.0,Growth,Medium,Student Business,
LKO-PROP-10234,Gomti Nagar Phase 2,Gomti Nagar Phase 2 - Phase 3,Residential Plot,2885,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-10235,Park Road,Park Road - Phase 4,Retail Shop,3799,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-10236,Shaheed Path,Shaheed Path - Phase 5,Independent House,5222,High,High,10.0,Premium Growth,High,Corporate Offices,Premium fast developing corridor
LKO-PROP-10237,Safedabad,Safedabad - Sector A,Residential Plot,3164,Medium,High,7.0,Growth,Medium,Residential Expansion,
LKO-PROP-10238,Viraj Khand,Viraj Khand - Sector G,Retail Shop,3848,High,High,9.0,Premium,Medium,High-end Living,
LKO-PROP-10239,Rana Pratap Marg,Rana Pratap Marg - Sector A,Independent House,3086,High,Medium,10.0,Commercial,Medium,Offices,
LKO-PROP-10240,MG Road,MG Road - Phase 2,Warehouse space,3210,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10241,Viraj Khand,Viraj Khand - Sector I,2BHK Apartment,3663,High,High,9.0,Premium,Medium,High-end Living,
LKO-PROP-10242,Thakurganj,Thakurganj - Sector F,1BHK Apartment,3086,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-10243,Nishatganj Extension,Nishatganj Extension - Phase 3,1BHK Apartment,3436,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-10244,Butler Colony,Butler Colony - Sector C,Commercial Plot,3547,Medium,Low,9.0,Premium,Medium,Luxury Residential,
LKO-PROP-10245,South City,South City - Phase 3,Retail Shop,2672,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10246,Ismailganj,Ismailganj - Phase 4,3BHK Apartment,3795,Medium,Medium,6.0,Developing,Medium,Residential,
LKO-PROP-10247,Gomti Nagar Phase 3,Gomti Nagar Phase 3 - Phase 2,Retail Shop,2793,High,Medium,9.0,Premium,Medium,Offices,
LKO-PROP-10248,Daliganj Extension,Daliganj Extension - Inner Circle,Commercial Plot,3799,High,Medium,7.0,Central,Medium,Retail|Offices,
LKO-PROP-10249,Kalyanpur,Kalyanpur - Sector B,2BHK Apartment,3395,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-10250,Yahiyaganj,Yahiyaganj - Phase 2,Independent House,2532,High,Medium,7.0,Commercial,Medium,Wholesale Trade,
LKO-PROP-10251,Alamnagar Extension,Alamnagar Extension - Sector G,Residential Plot,2722,Medium,Medium,6.0,Developing,Medium,Affordable Housing,
LKO-PROP-10252,Rajendra Nagar,Rajendra Nagar - Sector D,1BHK Apartment,3510,High,Medium,7.0,Residential,Medium,Local Shops,
LKO-PROP-10253,Vibhuti Khand,Vibhuti Khand - Phase 3,3BHK Apartment,2422,High,High,10.0,Premium Commercial,Medium,Corporate Offices,
LKO-PROP-10254,Jankipuram,Jankipuram - Sector D,Residential Plot,2510,High,Medium,6.0,Residential,Medium,Local Shops,Residential demand steady
LKO-PROP-10255,Nishatganj,Nishatganj - Sector G,3BHK Apartment,3165,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-10256,Gomti Nagar Phase 3,Gomti Nagar Phase 3 - Sector E,Retail Shop,3718,High,Medium,9.0,Premium,Medium,Offices,
LKO-PROP-10257,Gomti Nagar Phase 2,Gomti Nagar Phase 2 - Sector E,Independent House,3429,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-10258,Hazratganj,Hazratganj - Extension,1BHK Apartment,3062,Very High,Medium,10.0,Commercial Core,Medium,Luxury Retail,
LKO-PROP-10259,Matiyari,Matiyari - Sector J,1BHK Apartment,2489,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10260,Rajendra Nagar,Rajendra Nagar - Sector A,Residential Plot,3756,High,Medium,7.0,Residential,Medium,Local Shops,
LKO-PROP-10261,Kalyanpur,Kalyanpur - Sector F,1BHK Apartment,2971,High,Medium,6.0,Residential,Medium,Local Business,
LKO-PROP-10262,Chinhat Extension Phase 2,Chinhat Extension Phase 2 - Sector B,3BHK Apartment,2850,High,High,7.0,Growth,Medium,Shops,
LKO-PROP-10263,Patrakarpuram,Patrakarpuram - Phase 4,1BHK Apartment,2572,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-10264,South City Extension,South City Extension - Sector B,1BHK Apartment,3703,Medium,Medium,7.0,Planned,Medium,Housing,
LKO-PROP-10265,Nishatganj Extension,Nishatganj Extension - Sector I,2BHK Apartment,2993,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-10266,Vikas Nagar Extension,Vikas Nagar Extension - Phase 5,Warehouse space,3789,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-10267,Amity University Road,Amity University Road - Phase 4,Warehouse space,3434,Medium,High,7.0,Growth,Medium,Student Business,
LKO-PROP-10268,Raebareli Road Extension,Raebareli Road Extension - Phase 3,2BHK Apartment,3668,Medium,Medium,6.0,Developing,Medium,Warehousing,
LKO-PROP-10269,La Martiniere Area,La Martiniere Area - Sector B,Independent House,3107,High,Medium,9.0,Premium,Medium,Schools|Institutions,
LKO-PROP-10270,Kathauta Extension,Kathauta Extension - Phase 4,Warehouse space,3892,High,Medium,9.0,Premium,Medium,Cafes,
LKO-PROP-10271,Kanpur Road Extension,Kanpur Road Extension - Phase 2,Residential Plot,3199,Medium,Medium,7.0,Developing,Medium,Transport,
LKO-PROP-10272,Omaxe Residency,Omaxe Residency - Extension,1BHK Apartment,3372,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10273,Gomti Nagar Phase 2,Gomti Nagar Phase 2 - Phase 2,1BHK Apartment,3094,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-10274,Indraprastha,Indraprastha - Sector E,Retail Shop,2475,Medium,Medium,6.0,Residential,Medium,Local Shops,
LKO-PROP-10275,Ansal Sushant,Ansal Sushant - Phase 2,1BHK Apartment,3270,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10276,Airport Road Extension,Airport Road Extension - Phase 4,Retail Shop,3373,Medium,High,8.0,Growth,Medium,Investment,
LKO-PROP-10277,Amausi Extension,Amausi Extension - Sector C,3BHK Apartment,2989,Medium,High,7.0,Growth,Medium,Industrial,
LKO-PROP-10278,Shaheed Path,Shaheed Path - Phase 5,1BHK Apartment,6386,High,High,10.0,Premium Growth,High,Corporate Offices,Premium fast developing corridor
LKO-PROP-10279,Munshi Pulia,Munshi Pulia - Phase 5,Residential Plot,3748,High,Medium,7.0,Developed,Medium,Local Shops,
LKO-PROP-10280,South City Phase 2,South City Phase 2 - Sector A,Independent House,2630,Medium,Medium,7.0,Planned,Medium,Residential,
LKO-PROP-10281,Lucknow Airport Zone,Lucknow Airport Zone - Phase 4,Residential Plot,3574,High,High,9.0,Airport Zone,Medium,Hotels|Logistics,
LKO-PROP-10282,Yahiyaganj,Yahiyaganj - Sector E,2BHK Apartment,2954,High,Medium,7.0,Commercial,Medium,Wholesale Trade,
LKO-PROP-10283,Thakurganj,Thakurganj - Phase 3,Warehouse space,2953,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-10284,MG Road,MG Road - Sector G,Commercial Plot,3076,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10285,Patrakarpuram Extension,Patrakarpuram Extension - Phase 3,Commercial Plot,2857,High,Medium,9.0,Commercial,Medium,Retail,
LKO-PROP-10286,Bijnor Extension,Bijnor Extension - Sector A,1BHK Apartment,2741,Medium,High,7.0,Industrial Growth,Medium,Logistics,
LKO-PROP-10287,Vibhuti Khand,Vibhuti Khand - Sector C,Commercial Plot,3144,High,High,10.0,Premium Commercial,Medium,Corporate Offices,
LKO-PROP-10288,Uattardhona,Uattardhona - Inner Circle,Residential Plot,3136,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-10289,Gaurabagh,Gaurabagh - Sector B,Independent House,2554,Low,Medium,5.0,Outer Growth,Medium,Low-cost Setup,
LKO-PROP-10290,Anora Extension,Anora Extension - Sector G,Commercial Plot,2949,Medium,High,7.0,Growth,Medium,Residential,
LKO-PROP-10291,Manak Nagar,Manak Nagar - Main Road,Commercial Plot,3822,Medium,Medium,7.0,Industrial,Medium,Workshops,
LKO-PROP-10292,Sitapur Road,Sitapur Road - Sector F,Independent House,1382,High,Medium,5.0,Budget,Medium,Kirana|Low-cost Shops,Budget plots widely available
LKO-PROP-10293,Kathauta Lake Area,Kathauta Lake Area - Phase 2,3BHK Apartment,3679,High,Medium,9.0,Premium,Medium,Cafes|Restaurants,
LKO-PROP-10294,Omaxe Residency,Omaxe Residency - Sector D,3BHK Apartment,2626,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10295,Vikas Nagar Extension,Vikas Nagar Extension - Sector D,Residential Plot,2473,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-10296,Daliganj Extension,Daliganj Extension - Sector E,2BHK Apartment,2880,High,Medium,7.0,Central,Medium,Retail|Offices,
LKO-PROP-10297,Safedabad Extension,Safedabad Extension - Sector H,Retail Shop,2744,Medium,High,7.0,Growth,Medium,Expansion,
LKO-PROP-10298,Lohia Path Area,Lohia Path Area - Sector E,1BHK Apartment,3812,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-10299,Patrakarpuram Extension,Patrakarpuram Extension - Sector D,2BHK Apartment,3329,High,Medium,9.0,Commercial,Medium,Retail,
LKO-PROP-10300,Cantonment Extension,Cantonment Extension - Phase 4,2BHK Apartment,3791,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-10301,Thakurganj,Thakurganj - Sector B,Retail Shop,3374,Medium,Medium,6.0,Old City,Medium,Local Shops,
LKO-PROP-10302,Park Road,Park Road - Phase 1,1BHK Apartment,2740,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-10303,Hazratganj,Hazratganj - Sector H,3BHK Apartment,2632,Very High,Medium,10.0,Commercial Core,Medium,Luxury Retail,
LKO-PROP-10304,IIM Road,IIM Road - Phase 3,Independent House,1790,Medium,Medium,6.0,Residential,High,Mixed Use,High growth (recent surge)
LKO-PROP-10305,Chowk,Chowk - Sector J,3BHK Apartment,3889,High,Medium,7.0,Old Commercial,Medium,Traditional Business,
LKO-PROP-10306,Deva Road,Deva Road - Phase 2,Commercial Plot,3651,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10307,Kalyanpur Extension,Kalyanpur Extension - Sector A,3BHK Apartment,2430,High,High,6.0,Growth,Medium,Local Shops,
LKO-PROP-10308,Aliganj,Aliganj - Extension,2BHK Apartment,2852,High,Medium,7.0,Developed,Medium,Coaching|Retail,
LKO-PROP-10309,Uattardhona,Uattardhona - Sector C,Commercial Plot,3689,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-10310,Alamnagar Extension,Alamnagar Extension - Sector E,1BHK Apartment,3127,Medium,Medium,6.0,Developing,Medium,Affordable Housing,
LKO-PROP-10311,Jankipuram Extension Phase 2,Jankipuram Extension Phase 2 - Phase 1,Commercial Plot,3869,Medium,High,6.0,Growth,Medium,Residential Growth,
LKO-PROP-10312,Transport Nagar Extension,Transport Nagar Extension - Sector D,3BHK Apartment,3428,Medium,Medium,8.0,Industrial,Medium,Logistics,
LKO-PROP-10313,Golf City Extension,Golf City Extension - Phase 2,3BHK Apartment,2511,Medium,Medium,8.0,Planned,Medium,Residential,
LKO-PROP-10314,Nishatganj Extension,Nishatganj Extension - Sector E,Residential Plot,2696,Medium,Medium,7.0,Developed,Medium,Retail,
LKO-PROP-10315,Balaganj,Balaganj - Phase 1,Independent House,3877,Medium,Medium,5.0,Old City,Medium,Traditional Business,
LKO-PROP-10316,Tedhi Pulia,Tedhi Pulia - Main Road,1BHK Apartment,2749,Medium,Medium,6.0,Residential,Medium,Mixed Use,
LKO-PROP-10317,Park Road,Park Road - Sector J,Warehouse space,3209,High,Medium,9.0,Commercial,Medium,Retail|Offices,
LKO-PROP-10318,Chinhat Extension Phase 2,Chinhat Extension Phase 2 - Phase 2,Commercial Plot,3152,High,High,7.0,Growth,Medium,Shops,
LKO-PROP-10319,Hardoi Road,Hardoi Road - Phase 3,Residential Plot,3120,Medium,Medium,6.0,Developing,Medium,Transport Business,
LKO-PROP-10320,Vrindavan Yojna,Vrindavan Yojna - Phase 4,Retail Shop,3011,Medium,Medium,8.0,Planned,Medium,Residential|Offices,
LKO-PROP-10321,Gomti Riverfront Area,Gomti Riverfront Area - Phase 2,Commercial Plot,2504,High,High,10.0,Premium,Medium,Tourism|Luxury Business,
LKO-PROP-10322,Patrakarpuram,Patrakarpuram - Phase 5,1BHK Apartment,3506,High,Medium,9.0,Commercial,Medium,Retail|Food,
LKO-PROP-10323,Vikas Nagar Extension,Vikas Nagar Extension - Phase 5,3BHK Apartment,3323,Medium,Medium,7.0,Developed,Medium,Residential,
LKO-PROP-10324,Takrohi,Takrohi - Sector A,Retail Shop,3524,Medium,Medium,6.0,Residential,Medium,Shops|Services,
LKO-PROP-10325,Bijnor Road,Bijnor Road - Sector C,3BHK Apartment,2324,Medium,High,7.0,Industrial Growth,High,Logistics|Airport Business,Airport side growth
LKO-PROP-10326,Hardoi Road,Hardoi Road - Sector F,Residential Plot,3468,Medium,Medium,6.0,Developing,Medium,Transport Business,
LKO-PROP-10327,Vibhuti Khand,Vibhuti Khand - Sector I,Residential Plot,2446,High,High,10.0,Premium Commercial,Medium,Corporate Offices,
LKO-PROP-10328,Deva Road,Deva Road - Sector G,Retail Shop,3729,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10329,Lohia Path Area,Lohia Path Area - Phase 1,Warehouse space,3176,Medium,Medium,8.0,Developed,Medium,Residential,
LKO-PROP-10330,Uattardhona,Uattardhona - Phase 3,Residential Plot,2859,Medium,High,7.0,Growth,Medium,Residential Projects,
LKO-PROP-10331,Ashiyana,Ashiyana - Phase 4,Residential Plot,3223,Medium,Medium,7.0,Residential,Medium,Residential Business,
LKO-PROP-10332,Raebareli Bypass,Raebareli Bypass - Phase 3,3BHK Apartment,3208,Low,High,6.0,Outer Growth,Medium,Industrial,
LKO-PROP-10333,DLF Extension Area,DLF Extension Area - Sector J,Residential Plot,3392,Medium,High,8.0,Planned,Medium,Residential,
LKO-PROP-10334,Ashiyana,Ashiyana - Sector D,1BHK Apartment,3473,Medium,Medium,7.0,Residential,Medium,Residential Business,
LKO-PROP-10335,Manak Nagar,Manak Nagar - Sector H,Residential Plot,3041,Medium,Medium,7.0,Industrial,Medium,Workshops,
LKO-PROP-10336,Sitapur Road,Sitapur Road - Sector H,Commercial Plot,1000,High,Medium,5.0,Budget,Medium,Kirana|Low-cost Shops,Budget plots widely available
LKO-PROP-10337,Husainabad,Husainabad - Sector I,Independent House,3660,High,Medium,7.0,Old City,Medium,Food|Tourism Business,
LKO-PROP-10338,Mohanlalganj,Mohanlalganj - Sector I,Retail Shop,2182,Low,High,5.0,Outer Growth,High,Long-term Investment,Outer area large plots
LKO-PROP-10339,Aminabad,Aminabad - Extension,2BHK Apartment,3606,Very High,Medium,8.0,Commercial Core,Medium,Clothing|Retail,
LKO-PROP-10340,Sarojini Nagar Phase 3,Sarojini Nagar Phase 3 - Phase 5,1BHK Apartment,2995,Medium,High,7.0,Growth,Medium,Investment,
LKO-PROP-10341,Bakshi Ka Talab,Bakshi Ka Talab - Sector E,Warehouse space,3730,Medium,High,6.0,Growth,Medium,Warehousing,
LKO-PROP-10342,Daliganj Extension,Daliganj Extension - Phase 1,1BHK Apartment,2935,High,Medium,7.0,Central,Medium,Retail|Offices,
LKO-PROP-10343,Dilkusha,Dilkusha - Main Road,Retail Shop,2910,Medium,Low,9.0,Premium,Medium,Residential,
LKO-PROP-10344,Cantonment Extension,Cantonment Extension - Phase 5,3BHK Apartment,3770,High,Medium,9.0,Premium,Medium,Residential,
LKO-PROP-10345,Safedabad Extension,Safedabad Extension - Sector I,1BHK Apartment,3111,Medium,High,7.0,Growth,Medium,Expansion,
LKO-PROP-10346,Indiranagar Sector 14,Indiranagar Sector 14 - Sector B,Commercial Plot,3229,High,Medium,8.0,Premium,Medium,Clinics|Shops,
LKO-PROP-10347,Lucknow Airport Zone,Lucknow Airport Zone - Sector H,Commercial Plot,3422,High,High,9.0,Airport Zone,Medium,Hotels|Logistics,
